Sample.Name	Sample.Type	N.Methyl.Alanine_104_42_qual	N.Methyl.Alanine_104_58_quant	TMAO_76.1_58_qual	TMAO_76.1_59.1_quant	Choline_104_58_qual	Choline_104_60_quant	Cytosine_112.1_69_qual	Cytosine_112.1_95_quant	Carnitine_162.1_103_quant	Carnitine_162.1_85_qual	Creatine_132.1_44_qual	Creatine_132.1_90_quant	Trigonelline_138_92_quant	Trigonelline_138_94_qual	stachyhydrin_144_144_qual.check	stachyhydrin_144_84_quant	Histamine_deriv_247_154_quant	Histamine_deriv_247_95_qual	Taurine_deriv_261_126_quant	Taurine_deriv_261_136_qual	Carnosine_deriv_362.2_207.03_quant	Carnosine_deriv_362.2_269.02_qual	Anserine_deriv_376.1_241.03_quant	Anserine_deriv_376.1_283.03_qual	1.Met.His_deriv_305.1_124.03_quant.must	1.Met.His_deriv_305.1_83.07_qual.must	Hippuric.acid_180.1_105_quant	Hippuric.acid_180.1_77_qual	t4.OH.Pro_deriv_267.1_132_quant	t4.OH.Pro_deriv_267.1_86_qual	3.Met.His_deriv_305.1_168.04_quant.must	3.Met.His_deriv_305.1_212_qual	Phenylacetylglycine..PAG._194.1_76_qual	Phenylacetylglycine..PAG._194.1_91_quant	Ethanolamine_deriv_197.1_136.02_quant	Ethanolamine_deriv_197.1_62_qual	Gln_deriv_282.2_130_quant	Gln_deriv_282.2_84.05_qual	IS_L.Glutamine_288.1_135.1_CE25_quant	IS_L.Glutamine_288.1_89.1_CE38_qual	HArg_deriv_324.1_189.03_quant	HArg_deriv_324.1_84.06_qual	Gly_deriv_211.2_136.03_qual	Gly_deriv_211.2_76.01_quant	IS_Glycine_212.1_136.1_CE25_qual	IS_Glycine_212.1_77.1_CE15_quant	Ser_deriv_241.2_106_quant	Ser_deriv_241.2_136_qual	IS_Serine_244.1_109.1_CE15_quant	IS_Serine_244.1_136.1_CE30_qual	ADMA_deriv_338.2_203.03_quant	ADMA_deriv_338.2_46.08_qual.must	SDMA_deriv_338.2_172.03_qual.must	SDMA_deriv_338.2_203.02_quant	Met.SO_deriv_301.2_237_quant	Met.SO_deriv_301.2_88_qual	Cit_deriv_311.2_159.03_qual	Cit_deriv_311.2_70.07_quant	Sarcosine_deriv_225_136_qual	Sarcosine_deriv_225_90_quant	b.Ala_deriv_225_136.01_qual	b.Ala_deriv_225_90.01_quant	Glu_deriv_283.2_148_quant	Glu_deriv_283.2_84_qual	IS_L.Glutamic.acid_288.1_153.1_CE15_quant	IS_L.Glutamic.acid_288.1_88.1_CE35_qual	GABA_deriv_239_104_quant	GABA_deriv_239_87_qual.must	Thr_deriv_255.2_120_quant	Thr_deriv_255.2_74_qual	IS_Threonine_260.1_125.1_CE15_quant	IS_Threonine_260.1_79.1_CE30_qual	3.IAA_176.1_103_qual	3.IAA_176.1_130_quant	5.AVA_deriv_253_100.02_quant	5.AVA_deriv_253_94.01_qual	Pyrrolidine_deriv_207_114.01_quant	Pyrrolidine_deriv_207_72.05_qual	3.IPA_190.1_130_quant	3.IPA_190.1_172_qual	Serotonin_deriv_312.3_115.09_quant	Serotonin_deriv_312.3_160.04_quant	Met_deriv_285.1_133_qual	Met_deriv_285.1_150_quant	IS_Methionine_292.1_140.1_CE25_qual	IS_Methionine_292.1_157.1_CE15_quant	Orn_deriv_403.2_175.03_qual	Orn_deriv_403.2_310.01_quant	Cortexolone_347.2_109.1_quant	Cortexolone_347.2_311.2_qual	Kynurenine_deriv_344.2_146.03_qual	Kynurenine_deriv_344.2_192.02_quant	Trp_deriv_340.2_146.04_qual	Trp_deriv_340.2_188.03_quant	IS_Tryptophan_348.1_151.1_CE35_qual	IS_Tryptophan_348.1_195.1_CE25_quant	Putrescine_deriv_359.1_114.04_qual	Putrescine_deriv_359.1_266.01_quant	IS_Putrescin_363.1_118.1_CE35_qual	IS_Putrescin_363.1_270.1_CE15_quant	Cysteine_deriv_392_177.06_qual	Cysteine_deriv_392_223.02_quant	Cadaverin_2xderiv_373.1_128.03_qual	Cadaverin_2xderiv_373.1_280.01_quant	Spermidine_deriv_551.2_193.05_quant	Spermidine_deriv_551.2_416.22_qual	Thyroxine_deriv_912.7_731.56_qual	Thyroxine_deriv_912.7_777.53_quant
Cal 6	Unknown	0.258599675	0.248272816	0.265100737	0.263269078	0.250029904	0.25715189	0.268387273	0.270692409	0.267912601	0.19400807	0.270237044	0.035309982	0.261692066	0.425184403	0.266856967	0.267141478	0.996200213	0.989056134	0.943088123	1.122912944	1.010907869	1.063145577	1.114328975	1.112492802	1.166811996	1.160845846	1.206740084	1.198298523	1.196687126	1.19757411	1.195749789	1.192320504	1.558448517	1.543931727	1.595327448	1.593818915	1.607068366	1.588754923	1.577744736	1.579069024	1.743417909	1.741040974	1.759491289	1.767475847	1.756039913	1.75666873	1.763950697	1.764431617	1.739410111	1.740648027	1.882366957	1.876379882	2.009242352	2.014395988	2.001488966	2.005682766	2.009725144	2.011479987	2.00724664	2.006365263	2.234143179	2.235163747	2.276808681	2.289748274	2.258383817	2.257324322	2.60116896	2.61177742	2.617723162	2.619474204	2.576225368	2.575991	2.962518984	2.964505379	3.365184754	3.365103827	3.712371639	3.711587365	3.757118644	3.751230773	3.971840457	3.974798104	4.028746166	4.020028071	4.006799167	4.00487361	4.297448019	4.29654307	4.388278263	4.369470646	4.356231895	4.357007427	4.399413611	4.399510258	4.384160034	4.384159639	4.498579002	4.497658125	4.497145384	4.497831641	4.587741806	4.452458868	4.616490926	4.615081685	4.799757015	4.654284215	4.980783626	4.963277881
Cal 5	Unknown	0.257610469	0.255699665	0.26174004	0.262990836	0.255713279	0.257645452	0.265520245	0.268710869	0.260236829	0.257993848	0.267563036	0.042151176	0.262694937	0.26309465	0.26742446	0.265088985	0.995477807	0.992282907	0.939090091	0.943751829	1.036827594	1.036236873	1.111046306	1.11511967	1.157963058	1.160142806	1.205075647	1.206854978	1.202819177	1.201637849	1.19688262	1.193640826	1.544233135	1.545379718	1.595356716	1.59219601	1.595054729	1.598056164	1.576642074	1.57645297	1.741126844	1.742154889	1.767048689	1.766776767	1.758547896	1.757038381	1.768457735	1.758256877	1.740078759	1.739780964	1.883764769	1.883439385	2.017785746	2.012243144	2.009302617	2.010353598	2.015767309	2.006754036	2.014568664	2.013938918	2.232854293	2.237559485	2.287428601	2.287093257	2.264378541	2.261479695	2.613642013	2.618988559	2.615224804	2.612953433	2.581538296	2.582352463	2.974228427	2.973032235	3.366700972	3.36820363	3.712549511	3.711407822	3.759346381	3.760996177	3.974602421	3.974192107	4.026222461	4.024927701	4.007873709	4.007459671	4.298953133	4.298459518	4.382185187	4.367708682	4.358254911	4.356269504	4.398897487	4.398093662	4.382968421	4.381731367	4.49700066	4.497202568	4.496526372	4.49670567	4.433560468	4.583406052	4.615810867	4.615428305	4.786788665	4.785663482	4.965711115	4.971223839
Cal 4	Unknown	0.260559134	0.264220017	0.262824691	0.262088912	0.259104734	0.25852854	0.270312418	0.268659088	0.262559875	0.263943166	0.266094022	0.268006634	0.264500648	0.263572195	0.26556928	0.267203146	0.989469749	0.989474376	0.944265342	0.942568946	1.003402347	1.005962423	1.103727209	1.106675882	1.15563668	1.154219191	1.198751987	1.197152766	1.194943251	1.191211132	1.188517587	1.188180903	1.547113497	1.546045698	1.589352689	1.58901888	1.589836967	1.593838005	1.575376351	1.576230725	1.739454016	1.738026007	1.761660322	1.764929996	1.751360936	1.7556082	1.760746193	1.756991109	1.736501432	1.737344962	1.877266241	1.877842224	2.010493992	2.007181158	2.005440832	2.002093669	2.003279434	2.003781664	2.003954044	2.012995432	2.236031542	2.230092612	2.286531996	2.28967846	2.254330702	2.254454945	2.610194523	2.607374616	2.608466198	2.610864819	2.572999966	2.572846488	2.964041977	2.963074303	3.365322843	3.365687309	3.711347336	3.711303314	3.757213811	3.759166172	3.974098022	3.973364287	4.024796291	4.024756023	4.007281648	4.006440742	4.29950287	4.301426477	4.375487686	4.363986116	4.356439885	4.357588282	4.39968109	4.398769264	4.384013524	4.383545211	4.496403621	4.496373206	4.495886323	4.496163335	4.628647203	4.448580332	4.617102391	4.617016681	4.787126496	4.786144461	4.967052727	4.966409698
Cal 3	Unknown	0.259263547	0.262700429	0.26414078	0.262378114	0.257478597	0.258269612	0.268434833	0.268562076	0.26221353	0.262746405	0.265959401	0.265070263	0.264742916	0.264883687	0.266549094	0.266844071	0.988861715	0.988908411	0.941742837	0.943905835	1.00922341	1.00853823	1.105491996	1.107755281	1.155021379	1.152433042	1.200934506	1.200386241	1.196610319	1.196705939	1.192410268	1.187121765	1.544263224	1.545876653	1.587200913	1.590789091	1.595412714	1.592720977	1.577993173	1.577580628	1.735914245	1.743302573	1.763071438	1.762018339	1.753110041	1.751858035	1.759810995	1.761547386	1.737195925	1.736940206	1.876157497	1.87947499	2.008479482	2.006540308	2.003090777	2.002205395	2.006062999	2.005549823	2.007651628	2.007106677	2.231246829	2.230175264	2.283127338	2.282909473	2.253861023	2.255291376	2.606037321	2.60778387	2.610801667	2.608892001	2.573455741	2.573900443	2.964817398	2.964388713	3.365930243	3.364197697	3.711849955	3.711122759	3.757666843	3.756455631	3.972964518	3.971892046	4.023229773	4.02257697	4.004194469	4.00493904	4.298058111	4.298874495	4.371904733	4.369630718	4.354453007	4.354883586	4.399958385	4.399281477	4.38327964	4.383059231	4.496107579	4.496579101	4.496808099	4.496515506	4.441968458	4.580690099	4.616412579	4.616736274	4.786156307	4.786596597	4.965776609	4.966835605
Cal 2	Unknown	0.258154237	0.263014188	0.26404194	0.263809728	0.256775658	0.255569594	0.267573165	0.269347353	0.266173889	0.263263614	0.265715279	0.264633209	0.266874041	0.265801155	0.268570417	0.26855074	0.988949209	0.986720099	0.940727995	0.944455424	1.005388751	1.014417643	1.107675707	1.106168913	1.158614004	1.158638262	1.200352448	1.199736338	1.194814878	1.19523434	1.190420795	1.186556792	1.545364862	1.545278952	1.590780234	1.590069604	1.594034989	1.596799769	1.577679296	1.578206127	1.741438106	1.741508976	1.766436724	1.763961858	1.75353024	1.756046436	1.760364572	1.761368886	1.739898947	1.73964394	1.877826862	1.877180965	2.01096374	2.009994813	2.005806406	2.006708272	2.006567545	2.009469253	2.011250244	2.009595198	2.234611448	2.235318302	2.284958856	2.285387633	2.262071145	2.260865733	2.613057259	2.61094507	2.612346001	2.610637452	2.578571025	2.574820243	2.965817077	2.964877905	3.363684819	3.363521385	3.709926858	3.70964827	3.756639856	3.755480808	3.972828478	3.972369567	4.024081249	4.023412648	4.003950688	4.005099812	4.299558484	4.29937088	4.37175985	4.371068382	4.355278856	4.355523876	4.399975521	4.399545565	4.382995148	4.382747755	4.496451236	4.496525815	4.49627712	4.496126549	4.574825734	4.581005204	4.615729674	4.615702703	4.785898084	4.786468261	4.965705686	4.96719139
Cal 1	Unknown	0.257945698	0.266594943	0.263807206	0.262802307	0.25365392	0.253540637	0.26863834	0.267509713	0.262712672	0.261496042	0.265576355	0.264841377	0.264930573	0.264829722	0.268224631	0.267432469	0.985327315	0.984494759	0.943094176	0.940814036	1.006428426	1.005120578	1.109229874	1.108220254	1.157912743	1.158918098	1.199582045	1.200360205	1.196008191	1.197012455	1.194852388	1.18988231	1.546560346	1.545832117	1.591821959	1.590653492	1.597961441	1.596182792	1.574396473	1.579115028	1.742287971	1.742409213	1.765675927	1.766000953	1.75728994	1.756945004	1.76036399	1.762129512	1.739803023	1.737049336	1.882444523	1.883917941	2.010558542	2.009239502	2.007090448	2.005443324	2.007771568	2.008118295	2.00766773	2.010428324	2.232445889	2.232567165	2.283341566	2.289636363	2.257153209	2.257711446	2.611525815	2.612072087	2.609844407	2.60893932	2.574750867	2.57507932	2.964125359	2.96470953	3.363202334	3.363955329	3.711119537	3.709787542	3.75668121	3.756637482	3.971738858	3.972798651	4.025290635	4.025118799	4.006457241	4.00462832	4.299585709	4.299692282	4.371321696	4.371132624	4.356174047	4.356802638	4.399756162	4.400011219	4.385053654	4.383939092	4.498432567	4.497219109	4.496977947	4.497550313	4.580540602	4.581279926	4.61637872	4.616674786	4.787714982	4.787721582	4.9669602	4.967151625
blank = water	Unknown	0.26818643	0.243813073	0.244302134	0.292397336	0.247502792	0.258885626	0.27372945	0.319439711	0.244981944	0.236345878	0.317624226	0.041938368	0.293408053	0.298328123	0.237833079	0.244878225	0.735851392	1.345012181	1.012568512	1.08184239	1.023976808	1.129668312	1.129685665	1.239483608	1.309473713	0.667365765	1.192220096	0.745517634	1.211827601	1.677799477	0.789616689	1.175921131	1.637078783	1.790303384	1.551705821	1.241353898	1.384317646	1.60907974	1.665453185	1.57741671	1.621225042	1.72041249	1.809588703	1.77946575	2.107471036	1.704060688	1.708136295	1.757721939	2.181328587	1.738477061	1.902674179	1.910624255	1.902369574	1.992999458	1.928261544	2.499321625	2.504810427	2.278662116	2.105634067	1.999591408	2.195654001	2.181429342	2.292216667	2.210713393	2.267898153	2.278538807	2.572336438	2.436110561	2.603087127	2.65248015	2.736076899	2.7045358	2.670961338	2.616177363	3.516584981	3.438491173	3.606078376	3.59578407	3.712669925	3.914341089	4.103003237	3.950197351	4.049361671	3.986566547	3.971783092	4.297026133	4.295690599	4.494828981	4.366188802	4.492536693	4.408877199	4.343723476	4.397951437	4.391472273	4.748577711	4.387743682	4.493587497	4.496762162	4.495690967	4.492884113	4.585524038	4.549361557	4.616794083	4.616052041	4.795168013	4.791287737	4.94390736	4.965236809
MeOH 2	Unknown	0.265440629	N/A	0.23238856	0.168228344	0.254178872	0.261672369	0.264062595	0.282910458	0.311848509	0.171660478	0.263514046	0.042965173	0.264905126	0.424685901	0.267202366	0.269385514	0.996732025	1.448384043	0.961063698	0.565825878	1.12069487	1.077370357	1.105945597	1.010635029	0.660896188	0.920926431	1.605224441	1.08801089	1.225253608	1.297063336	1.162699612	1.110116961	1.592017373	2.048513381	1.600350126	1.591276614	1.59955095	1.667074709	1.712249765	1.517074419	N/A	1.78222248	1.778830656	2.262558243	1.928295297	1.65090968	1.803650133	1.931753208	1.933811909	2.0234266	1.959657597	1.796706593	2.500749211	2.022154138	2.096846521	1.773083333	2.364684941	2.251090043	2.067190491	N/A	2.287521458	N/A	2.255004426	2.341040778	2.28347875	2.272697828	2.647003877	2.62428829	3.006572879	2.276094102	2.596854218	2.539593926	2.681400581	2.614084342	3.339454479	3.488673717	3.733908524	4.039422668	3.726204653	N/A	3.983829355	3.975063322	4.108893863	N/A	4.324934959	4.410894328	4.634455952	4.658449304	4.314351989	4.287641844	4.167546475	3.945814918	4.316653733	4.10524975	4.756432997	4.345535442	4.526269729	4.487799583	4.721492145	4.499710989	4.434843387	4.619956456	4.612752945	4.614583076	4.778620496	4.780515116	4.889106303	4.960918829
QC 2	Unknown	0.263348931	0.265493298	0.271652848	0.270609876	0.262108495	0.263435905	0.27474762	0.273981923	0.271919455	0.223414705	0.273217643	0.271757618	0.274415058	0.271549351	0.26892554	0.269545626	0.99214663	0.990274539	0.941873722	0.94336275	1.007429593	1.006355516	1.100150796	1.110230511	1.155648512	1.153657894	1.201288176	1.199403404	1.195496706	1.196002066	1.193635919	1.183732821	1.543889207	1.545037505	1.587068573	1.591645025	1.5986514	1.598406773	1.578279618	1.57832102	1.742364824	1.74216417	1.76983865	1.769632622	1.761729747	1.760993239	1.764880763	1.764790229	1.739252887	1.739055413	1.879199368	1.877771313	2.01164525	2.015965413	2.008636965	2.008001197	2.009843852	2.009520322	2.016455297	2.009485498	2.235384978	2.235324028	2.287191799	2.288793781	2.261196287	2.261613632	2.617680778	2.616807976	2.615380607	2.615193147	2.578208881	2.576083628	2.967249205	2.968710031	3.368253838	3.36960629	3.711914584	3.711909361	3.7562582	3.763599878	3.97433339	3.973345436	4.02662104	4.026077271	4.005128552	4.006121084	4.299294188	4.299860366	4.385856121	4.177833492	4.35406078	4.352397918	4.399078223	4.398382507	4.381625957	4.382677437	4.498336856	4.498171085	4.497010121	4.496002857	4.581880414	4.581132671	4.615847167	4.615232795	4.784938386	4.787217996	4.967245931	4.968158474
P45	Unknown	0.265795519	0.265768081	0.271838323	0.270928754	0.264545686	0.264479965	0.270812256	0.275711032	0.273885697	0.240810593	0.271315027	0.270817744	0.272913475	0.271141283	0.271728212	0.271273351	0.985475005	0.982617327	0.938888952	0.936751861	1.004734361	1.005043856	1.108458101	1.129609	1.150577982	1.154346404	1.200132125	1.200959877	1.19500686	1.194218368	1.191727139	1.173674412	1.545093433	1.544237019	1.576702155	1.591841223	1.59448747	1.594028563	1.573100054	1.572545598	1.741445302	1.741636395	1.764025319	1.764176056	1.757930591	1.760829893	1.759414102	1.758016232	1.734366105	1.734418982	1.875857311	1.870667267	2.012442102	2.012329647	2.007877809	2.005359319	2.007507805	2.009586037	2.000208564	2.010836609	2.233060382	2.234510326	2.284031366	2.283381184	2.25659367	2.255872991	2.611828365	2.626920085	2.611830726	2.613586956	2.575127829	2.575568657	2.957301225	2.960706233	3.367034153	3.367884102	3.713211748	4.1000701	3.758210737	3.774645644	3.975719751	3.976346942	4.026375157	4.026242178	4.007562304	4.007334584	4.300428339	4.300415202	4.386325867	4.429720912	4.358565378	4.35856666	4.400175938	4.399753563	4.38355204	4.38222865	4.499127687	4.497253408	4.497589956	4.497436213	4.584063607	4.58248771	4.616957781	4.616801685	4.786346977	4.787587278	4.967133967	4.966263538
P74	Unknown	0.262866175	0.266656892	0.271499567	0.26964935	0.264324357	0.263785998	0.270543708	0.289848129	0.27280453	0.221570228	0.276088635	0.272142206	0.271253354	0.271985828	0.270902205	0.270938953	0.99039011	0.991426456	0.942662375	0.940488773	1.006911889	1.004179143	1.111051977	1.120122785	1.160703762	1.162324035	1.199023163	1.200060116	1.193958973	1.194391519	1.192810036	1.17867174	1.548090507	1.548602748	1.590399836	1.594129448	1.599796887	1.598636421	1.576774377	1.578611651	1.743851696	1.741913684	1.767805764	1.769405782	1.76176241	1.76232508	1.762350226	1.765926512	1.738445789	1.738665914	1.876973143	1.875236104	2.020907147	2.014087896	2.004697182	2.007965703	2.009991917	2.010493921	2.016851209	2.009917309	2.236147439	2.235014335	2.287415669	2.288418916	2.262093368	2.260947656	2.616934202	2.613265823	2.617043162	2.617299304	2.57700382	2.577278341	2.972595534	2.969549369	3.368643083	3.366628161	3.712632887	3.713284128	3.754845983	3.786447037	3.973001257	3.974012053	4.025268831	4.024362115	4.006660992	4.006693741	4.299864423	4.300996303	4.385480133	4.248517997	4.356901991	4.358495554	4.398971822	4.399030287	4.381566023	4.381411942	4.498929049	4.497732458	4.496416656	4.49674832	4.582837055	4.582921766	4.616923945	4.61642624	4.787571233	4.787461399	4.965456611	4.965438326
P59	Unknown	0.264201612	0.265642137	0.27058993	0.269545516	0.262677874	0.262519766	0.271510724	0.288902624	0.274174959	0.225236218	0.275290172	0.274238107	0.273157995	0.27597278	0.26945607	0.269677339	0.992366133	0.990331519	0.940545281	0.940541736	1.0041534	1.003451542	1.101795804	1.119154342	1.158268023	1.158170772	1.195722274	1.195933183	1.197667064	1.193541885	1.193921166	1.179397178	1.544389209	1.543258791	1.583946901	1.591234043	1.597222484	1.597451356	1.578220126	1.577360378	1.742210732	1.738095646	1.767892719	1.768569155	1.759621664	1.761538767	1.763417485	1.765643483	1.734674895	1.735181369	1.875654388	1.878274105	2.014639765	2.017512969	2.007519166	2.006366626	2.010688196	2.009723593	2.004452016	2.009980013	2.233958909	2.23380855	2.288912813	2.2889871	2.259461383	2.260271935	2.619669601	2.608868064	2.616806447	2.618487937	2.57704435	2.57622978	2.992710226	2.963900043	3.369833787	3.369128518	3.713614938	3.713112807	3.757406268	3.761470772	3.973382421	3.97385208	4.025508552	4.025657726	4.006244274	4.006645388	4.298987156	4.299502731	4.385509949	4.210852252	4.357726685	4.355068139	4.398574888	4.398960636	4.380885104	4.381608067	4.498168713	4.497671718	4.496863305	4.495881485	4.582702732	4.582313372	4.616084589	4.61605838	4.786850341	4.7859821	4.966916679	4.968590624
P87	Unknown	0.267709254	0.269947391	0.271719638	0.272567666	0.264297519	0.265015523	0.27949027	0.276876387	0.274189415	0.224689732	0.272497588	0.271473615	0.27395339	0.274128903	0.271267533	0.27026192	1.012773788	0.982356848	0.940092962	0.938025353	1.011137244	1.001289862	1.107657721	1.108659742	1.15463083	1.156307228	1.198546213	1.199467241	1.191998731	1.19375268	1.190005395	1.1814563	1.543175013	1.542967216	1.584324276	1.586175821	1.595994073	1.595317385	1.573589466	1.573157665	1.73725663	1.735532957	1.764141344	1.765685243	1.756287326	1.75705668	1.75887819	1.758824184	1.732160036	1.733422384	1.873050298	1.868656914	2.014402269	2.011773767	2.005812197	2.003742722	2.006560364	2.007568359	2.00750642	2.006505104	2.231242059	2.231618717	2.285104178	2.284190449	2.257084094	2.255637124	2.612525642	2.624303642	2.612536678	2.613171328	2.576191915	2.576972937	2.964176484	2.966397709	3.365444658	3.364107901	3.713004899	3.710741786	3.76020665	3.777225222	3.974360768	3.975533356	4.023769159	4.024096795	4.006166169	4.005566852	4.298031122	4.299023887	4.384813436	4.227002987	4.352382168	4.354480222	4.398172496	4.398071685	4.381714058	4.381827821	4.497809848	4.497921164	4.496263955	4.496655196	4.580443354	4.581063171	4.6148819	4.614977518	4.788363841	4.786419388	4.966579804	4.967091962
P75	Unknown	0.263809575	0.265848718	0.272173255	0.271670699	0.26517037	0.263405472	0.280398721	0.27863892	0.2733269	0.226725416	0.273249739	0.271292798	0.271847423	0.270813629	0.269336322	0.271071334	0.992459009	0.989125696	0.941509601	0.941632106	1.007121811	1.005651231	1.119274617	1.121229068	1.156073252	1.155723789	1.199648788	1.202255084	1.19614348	1.195422516	1.194441747	1.178103273	1.543864691	1.547018904	1.588650122	1.58646815	1.598465373	1.597105207	1.572946427	1.57543706	1.736848597	1.741792925	1.766468621	1.765888752	1.762175344	1.761782945	1.759406418	1.762469247	1.734233059	1.733607451	1.87332587	1.870812246	2.014623452	2.011266829	2.004162993	2.002345413	2.008899626	2.007414468	2.007589994	2.007393744	2.234482879	2.231526481	2.285421021	2.285565216	2.256315889	2.256580118	2.616392399	2.608149972	2.611750208	2.613065159	2.573401416	2.573867741	2.970295745	2.962772733	3.367704165	3.365976389	3.711750213	4.097261345	3.755882464	3.775861938	3.972250406	3.973893083	4.025476457	4.024969661	4.005377004	4.005220345	4.298723948	4.301190397	4.388819068	4.612673084	4.354281882	4.353967056	4.398751001	4.399266685	4.382522502	4.382076874	4.499896253	4.499293636	4.496518477	4.497847735	4.58165859	4.582890175	4.61735359	4.617192017	4.787032894	4.787959861	4.97042428	4.96816707
P57	Unknown	0.265564578	0.264263048	0.270337276	0.269691764	0.263746118	0.265153408	0.27852685	0.291766986	0.269879158	0.246843522	0.26788502	0.041510167	0.270359682	0.270026623	0.271810327	0.269635104	1.01930422	1.019193299	0.967697903	0.971159088	1.037038174	1.035142785	1.126416124	1.120854673	1.188989382	1.193220132	1.210114561	1.219660239	1.222124357	1.218736761	1.225370341	1.217672612	1.569101518	1.570493181	1.614799513	1.627812226	1.631572878	1.631772826	1.610406111	1.611472355	1.790297798	1.79198758	1.805654668	1.801409328	1.797562391	1.794844037	1.800826137	1.805749837	1.775313088	1.776486227	1.923876859	1.920255879	2.060705797	2.065981327	2.045796888	2.043724737	2.05322839	2.056336395	2.045848091	2.046579241	2.295444111	2.29270696	2.346174741	2.34708991	2.316680121	2.317794867	2.677812137	2.684963625	2.681006711	2.679682734	2.639513892	2.640285926	3.056259543	3.050215859	3.4162395	3.4151654	3.747258898	4.125613024	3.80274559	3.808168901	4.009567533	4.010254367	4.05511848	4.054292252	4.035385638	4.035578972	4.32091617	4.322334234	4.414445601	4.253222273	4.388373014	4.385108015	4.423443201	4.423794591	4.408534212	4.408625549	4.519808613	4.52060838	4.51780658	4.517781519	4.599051659	4.59980427	4.63453567	4.634164521	4.798926636	4.797279754	4.974369675	4.976147289
P48	Unknown	0.262717077	0.26335073	0.269940131	0.269585803	0.263063626	0.261950904	0.271113426	0.295909748	0.272096573	0.239993951	0.274563436	0.273487944	0.274892653	0.271956319	0.268956073	0.269270028	0.981783881	1.010301785	0.959893285	0.960916375	1.025241439	1.024429407	1.127707757	1.139176937	1.182489532	1.183807633	1.219586283	1.218684079	1.218097913	1.216041904	1.223295493	1.203056314	1.562862159	1.564715557	1.614541972	1.615778684	1.626948164	1.626193483	1.60620194	1.600604142	1.772150328	1.772875215	1.796776191	1.797532653	1.790348704	1.789070814	1.796920731	1.797529021	1.768347265	1.772850086	1.901559319	1.903537665	2.036739633	2.038771597	2.029236117	2.035339652	2.039929829	2.039747236	2.037046517	2.041130303	2.263795374	2.263866689	2.319587829	2.320359661	2.292807231	2.292440015	2.645220541	2.644789709	2.645824204	2.645444262	2.60646137	2.60522538	3.00467589	3.006358137	3.384308173	3.387050021	3.72481874	4.107286829	3.769831631	3.809647428	3.979490828	3.984921591	4.031285684	4.031296837	4.01315439	4.012752203	4.302171356	4.303026005	4.391181562	4.197777934	4.364192233	4.361330943	4.402259912	4.401172932	4.387207767	4.387128175	4.499285934	4.500155082	4.500000235	4.500221549	4.582557261	4.582758778	4.618638868	4.614708557	4.788609172	4.788119805	4.970454455	4.968443794
P55	Unknown	0.264406403	0.263173734	0.269794945	0.269855216	0.264278022	0.264650656	0.266015084	0.302238485	0.274234862	0.2431952	0.277005202	0.274022097	0.272688544	0.271515399	0.2692249	0.270698496	0.992954391	0.986921187	0.946365887	0.944319437	1.009072967	1.016329626	1.113329435	1.115886847	1.164392184	1.167519571	1.206887642	1.205932444	1.202025987	1.201023125	1.200484148	1.186024258	1.548290428	1.54911405	1.58433146	1.594910043	1.604962479	1.604909399	1.582793001	1.584536392	1.749264692	1.745361255	1.772942932	1.773251015	1.765424805	1.769057732	1.771269223	1.77259083	1.742276848	1.742192902	1.882506005	1.883107613	2.023107826	2.021283371	2.010687919	2.010476879	2.016270399	2.018251044	2.01392373	2.015676134	2.239519651	2.239506243	2.290416143	2.296056515	2.26384118	2.266044185	2.626996183	2.614625899	2.620260137	2.621199488	2.583144774	2.582131427	2.974634275	2.973642135	3.371313738	3.368764794	3.71342466	3.71132938	3.759124761	3.759039008	4.000775006	3.974623182	4.024517487	4.024579473	4.006346194	4.006290274	4.297910931	4.298253562	4.38597025	4.615587723	4.354615544	4.355736534	4.398461253	4.396586463	4.383839919	4.383610054	4.495819027	4.496074921	4.495602728	4.495102353	4.57936386	4.578784797	4.613901963	4.613281271	4.7903433	4.786005932	4.968132041	4.9665378
Cal 3	Unknown	0.259625787	0.26332925	0.262523053	0.262229608	0.257050855	0.25752524	0.270805469	0.269002416	0.262995781	0.262203331	0.264966147	0.266160042	0.263860478	0.264335467	0.266668186	0.267646558	0.990478252	0.993737254	0.943659987	0.946683473	1.008063484	1.010591637	1.10296904	1.108837734	1.161055485	1.156728016	1.198937748	1.203083273	1.197436267	1.195902123	1.193326722	1.192568417	1.540889164	1.54790381	1.591285406	1.589387734	1.59399522	1.59483	1.577503204	1.57828756	1.742144669	1.743414095	1.765609135	1.76329511	1.756064393	1.753840863	1.760336991	1.760026792	1.73811443	1.738462836	1.880422535	1.880619643	2.017381384	2.010002162	2.004399153	2.007884239	2.012007332	2.009014593	2.010402442	2.011037046	2.235979669	2.235380586	2.286065244	2.289664635	2.260632383	2.261548355	2.618252607	2.614910938	2.617173736	2.618410038	2.58072256	2.582495099	2.972253573	2.971836547	3.368956045	3.369547125	3.713778763	3.713253092	3.75716734	3.759483821	3.975847796	3.975104462	4.025142874	4.025785124	4.007255392	4.007219383	4.3003633	4.301650107	4.374125995	4.372825659	4.355834694	4.35582994	4.400403274	4.400105484	4.384260877	4.385292594	4.498073282	4.498065422	4.497398166	4.497126712	4.69349978	4.558963215	4.616558027	4.61651363	4.787314687	4.787130119	4.963824615	4.96853982
