Sample.Name	Sample.Type	Classification	M243_N.Methyl.Alanine_104_42_qual	M243_N.Methyl.Alanine_104_58_quant	T246_TMAO_76.1_58_qual	T246_TMAO_76.1_59.1_quant	C282_Choline_104_58_qual	C282_Choline_104_60_quant	C178.Cytosine_112.1_69_qual	C178.Cytosine_112.1_95_quant	C242_Carnitine_162.1_103_quant	C242_Carnitine_162.1_85_qual	C261_Creatine_132.1_44_qual	C261_Creatine_132.1_90_quant	T248_Trigonelline_138_92_quant	T248_Trigonelline_138_94_qual	S240_stachyhydrin_144_144_qual.check	S240_stachyhydrin_144_84_quant	H030_Histamine_deriv_247_154_quant	H030_Histamine_deriv_247_95_qual	T230_Taurine_deriv_261_126_quant	T230_Taurine_deriv_261_136_qual	C251_Carnosine_deriv_362.2_207.03_quant	C251_Carnosine_deriv_362.2_269.02_qual	A368_Anserine_deriv_376.1_241.03_quant	A368_Anserine_deriv_376.1_283.03_qual	M262_1.Met.His_deriv_305.1_124.03_quant.must	M262_1.Met.His_deriv_305.1_83.07_qual.must	H102_Hippuric.acid_180.1_105_quant	H102_Hippuric.acid_180.1_77_qual	H096_t4.OH.Pro_deriv_267.1_132_quant	H096_t4.OH.Pro_deriv_267.1_86_qual	M263_3.Met.His_deriv_305.1_168.04_quant.must	M263_3.Met.His_deriv_305.1_212_qual	P265_Phenylacetylglycine..PAG._194.1_76_qual	P265_Phenylacetylglycine..PAG._194.1_91_quant	E035_Ethanolamine_deriv_197.1_136.02_quant	E035_Ethanolamine_deriv_197.1_62_qual	G121_Gln_deriv_282.2_130_quant	G121_Gln_deriv_282.2_84.05_qual	IS_L.Glutamine_288.1_135.1_CE25_quant	IS_L.Glutamine_288.1_89.1_CE38_qual	H163_HArg_deriv_324.1_189.03_quant	H163_HArg_deriv_324.1_84.06_qual	G004_Gly_deriv_211.2_136.03_qual	G004_Gly_deriv_211.2_76.01_quant	IS_Glycine_212.1_136.1_CE25_qual	IS_Glycine_212.1_77.1_CE15_quant	S130_Ser_deriv_241.2_106_quant	S130_Ser_deriv_241.2_136_qual	IS_Serine_244.1_109.1_CE15_quant	IS_Serine_244.1_136.1_CE30_qual	N218_ADMA_deriv_338.2_203.03_quant	N218_ADMA_deriv_338.2_46.08_qual.must	S241_SDMA_deriv_338.2_172.03_qual.must	S241_SDMA_deriv_338.2_203.02_quant	M224_Met.SO_deriv_301.2_237_quant	M224_Met.SO_deriv_301.2_88_qual	C243_Cit_deriv_311.2_159.03_qual	C243_Cit_deriv_311.2_70.07_quant	S205_Sarcosine_deriv_225_136_qual	S205_Sarcosine_deriv_225_90_quant	A364_b.Ala_deriv_225_136.01_qual	A364_b.Ala_deriv_225_90.01_quant	G152_Glu_deriv_283.2_148_quant	G152_Glu_deriv_283.2_84_qual	IS_L.Glutamic.acid_288.1_153.1_CE15_quant	IS_L.Glutamic.acid_288.1_88.1_CE35_qual	A221_GABA_deriv_239_104_quant	A221_GABA_deriv_239_87_qual.must	T183_Thr_deriv_255.2_120_quant	T183_Thr_deriv_255.2_74_qual	IS_Threonine_260.1_125.1_CE15_quant	IS_Threonine_260.1_79.1_CE30_qual	I038..I056_3.IAA_176.1_103_qual	I038..I056_3.IAA_176.1_130_quant	A362_5.AVA_deriv_253_100.02_quant	A362_5.AVA_deriv_253_94.01_qual	P264_Pyrrolidine_deriv_207_114.01_quant	P264_Pyrrolidine_deriv_207_72.05_qual	I079_3.IPA_190.1_130_quant	I079_3.IPA_190.1_172_qual	S212_Serotonin_deriv_312.3_115.09_quant	S212_Serotonin_deriv_312.3_160.04_quant	M177_Met_deriv_285.1_133_qual	M177_Met_deriv_285.1_150_quant	IS_Methionine_292.1_140.1_CE25_qual	IS_Methionine_292.1_157.1_CE15_quant	O089_Orn_deriv_403.2_175.03_qual	O089_Orn_deriv_403.2_310.01_quant	C260_Cortexolone_347.2_109.1_quant	C260_Cortexolone_347.2_311.2_qual	K112_Kynurenine_deriv_344.2_146.03_qual	K112_Kynurenine_deriv_344.2_192.02_quant	T184_Trp_deriv_340.2_146.04_qual	T184_Trp_deriv_340.2_188.03_quant	IS_Tryptophan_348.1_151.1_CE35_qual	IS_Tryptophan_348.1_195.1_CE25_quant	P187_Putrescine_deriv_359.1_114.04_qual	P187_Putrescine_deriv_359.1_266.01_quant	IS_Putrescin_363.1_118.1_CE35_qual	IS_Putrescin_363.1_270.1_CE15_quant	C233_Cysteine_deriv_392_177.06_qual	C233_Cysteine_deriv_392_223.02_quant	C134_Cadaverin_2xderiv_373.1_128.03_qual	C134_Cadaverin_2xderiv_373.1_280.01_quant	S122_Spermidine_deriv_551.2_193.05_quant	S122_Spermidine_deriv_551.2_416.22_qual	T249_Thyroxine_deriv_912.7_731.56_qual	T249_Thyroxine_deriv_912.7_777.53_quant
P67	Sample	Block 2.3	112980.8215	172783.4828	96723.46526	52709.13164	596334.9871	1337442.023	9819.851922	45120.03924	472338.9787	484807.3429	185212.1512	5.50E+05	122022.2248	63151.06812	482653.3901	51533.63755	284554.7897	178460.5195	2457354.077	1062438.615	910762.9222	862581.4543	58716.09541	53088.83692	981224.1203	191151.4788	1211945.159	1262872.771	13025565.48	5232733.101	757830.9796	1574612.988	97012.28167	245899.6057	53621.26562	56913.31713	12801555.03	12498278.81	659738.7389	575283.9766	121025.3186	73176.28083	14884364.64	20532924.87	1281210.858	1302427.656	1874533.831	1662188.616	10391940.52	4342690.88	362648.4756	44221.2332	64241.77669	310848.905	155995.3875	81787.672	1228825.791	1261402.925	21106.29337	60936.32157	236378.112	416611.2305	4918612.41	3803000.695	9632948.27	3171967.725	4651.425745	6073.983031	17023435.37	5876409.687	21978329.61	8106641.119	5130.315258	25827.41979	78100.41042	43890.48533	113912.4468	45727.25307	44267.80806	27997.86284	103841.121	644048.7098	2876139.529	6412002.338	828873.7763	1672830.561	4826651.383	12569727.01	85171.85524	8177.737363	30152.91554	53520.96857	3375699.065	7358978.407	5851859.386	10668881.5	93249.25372	332202.7575	4246174.02	14882902.25	519017.4874	825561.0749	101644.04	370982.0176	40226.28177	51259.16779	4577.448328	7949.618175
P50	Sample	Block 2.3	109082.0986	94498.07619	153992.9598	112293.1927	501371.1871	1218960.224	9137.742147	32608.66313	534802.0791	534914.1933	71899.61659	2.89E+05	79184.2716	70765.38312	425231.3767	68360.50502	121484.8528	66821.28422	982225.2766	375657.0491	418610.8023	546569.1608	31549.14945	32505.71444	1065349.132	249693.7894	1346620.244	1308650.282	6586102.116	2738715.495	631749.2245	1636679.89	41797.57769	101471.7072	28020.76352	28339.61428	10851384.03	11214944.46	831767.0352	708699.1465	301832.2901	207745.3745	15560045.4	22721653.78	1556504.951	1530382.974	2210481.53	2314619.851	13469984.76	5737061.95	445925.9201	55132.27263	68981.21011	279624.6515	226034.8371	111338.4183	955980.2746	1084085.672	18693.91726	74083.71204	110170.6034	181502.5524	7960855.097	5367922.362	10635615.68	3971764.335	6128.566285	5490.714279	18979912.8	6218444.658	25344206.36	8697725.953	5607.654209	38908.26993	109629.4958	63464.68808	296191.1391	89060.57853	77588.512	27996.9354	21451.94557	140749.0847	1840696.841	4608159.381	1018886.156	1966541.246	6716092.243	15531046.81	101885.3069	5520.578115	44647.2729	55594.41844	3182562.832	6113779.208	6520581.973	13606274.54	119317.7697	448392.9163	5123792.803	18906295.87	798522.616	1286566.183	215092.0719	653272.6657	18528.42173	32437.37754	4978.06132	7895.44748
P70	Sample	Block 2.3	71888.56811	70450.69869	42697.78943	33258.0559	387741.0989	884207.2763	9381.748064	25287.06268	284555.186	370293.8653	57954.72694	2.38E+05	105468.2868	56751.40638	514982.296	48502.6949	16689.74111	10277.66277	2245369.015	741366.9	386747.631	456576.0979	14317.40077	16445.35091	650136.9418	119120.3136	1277206.379	1341343.937	11604671.91	4925018.004	482161.2896	1024349.997	28556.43047	71663.67404	18796.19455	17613.99012	9723712.587	9813701.264	615411.4974	567457.3188	129175.0287	67381.03587	15078826.68	19448549	1278203.077	1289547.979	1737531.731	1550044.813	11301129.9	4343806.533	406413.8237	44206.01345	70196.62167	243225.407	188734.8194	52624.39918	1012886.708	1132361.651	23462.49211	96395.42584	226409.334	400629.9934	4467768.911	2969546.897	8789099.524	2940054.43	4990.421799	7419.025226	17348352.23	5922250.197	20244313.96	7633353.717	3748.35198	40640.01273	156119.2908	87568.80161	91694.14253	55929.94094	83177.67441	26449.96797	32465.93968	213188.5153	2749232.17	6055975.123	829098.5663	1615355.486	4113908.693	9851209.473	78154.78557	5705.293785	27253.27142	23760.6875	2866834.339	5980021.478	5700135.368	11621323.36	94095.03186	328756.8552	4128367.826	16586905.64	458271.6931	776754.1695	199256.8467	664335.1773	22963.91243	36506.10695	4306.317631	11583.34538
P84	Sample	Block 2.3	127220.1165	175116.8739	57378.37026	39091.18794	649771.1805	1534928.343	9137.100741	31256.94231	328704.5259	412744.5544	77875.04019	3.12E+05	155813.7015	73209.097	563695.1381	88128.21288	174929.9337	100782.4076	2867932.487	1151192.57	393174.1619	455716.6184	25205.14006	12817.91333	329621.7216	77254.79454	1826414.458	2055360.374	12361742.31	4569904.608	314996.188	661990.1299	124078.0337	343892.1661	31170.61697	43216.19211	7600352.551	8035540.004	491093.8232	447720.5486	130454.3324	66924.49684	13139917.65	18510957.71	1071296.985	1070499.678	1795321.978	1452147.38	8712106.379	3719018.492	382437.1046	41421.9517	70900.16786	286644.9578	136586.8322	70373.70059	649720.7426	702601.3281	18361.13813	63989.37989	278404.8293	417704.1776	3632250.397	2342003.642	5708347.082	1691236.538	6770.014624	6558.454778	20288689.95	6742524.698	16377196.13	6269172.247	4753.482401	24584.33677	86796.2577	54380.35105	169032.4875	63847.04572	50487.15776	18025.44217	59883.95496	382222.8113	2806580.328	5800054.116	666184.7644	1400504.704	2890924.902	7992328.249	70507.8168	2247.847444	18500.61122	25179.89245	3021199.098	6242424.631	5358714.562	9708945.899	83604.85491	240724.627	3452412.475	11765597.94	388298.0965	642377.8936	62074.0706	259457.4766	42238.1583	63102.12458	5096.061507	6196.979209
P76	Sample	Block 2.3	96585.71842	102432.6794	79324.83452	51118.06351	438611.896	1068165.21	10368.7178	31326.62176	375950.8639	452428.6738	129376.8045	3.44E+05	106385.1169	56096.54707	545961.002	57121.48327	150040.9092	91992.33407	2368445.562	939185.4912	520141.3442	657659.3803	24936.8335	18404.95599	467819.347	102082.0653	216169.2451	251860.1611	9761797.706	3852009.69	436737.1244	917255.4593	121656.5328	306089.209	33023.99594	30106.8387	13080950.06	13062522.71	586455.4998	528831.7806	104940.6833	81044.14512	14630103.34	20194767.04	1282283.478	1291711.943	2232071.107	2152944.383	10573024.98	3988439.903	418982.4444	46110.86278	51296.47057	233387.3032	221377.6866	96926.12646	815228.9974	904325.2084	9309.619815	41523.68864	203539.2296	400769.67	4542965.99	2995966.056	6265858.742	2304959.516	4495.735432	6541.308676	17305236.79	5935997.409	17886919.69	6511511.926	25625.92785	167158.5786	149003.5108	88216.61671	306684.9497	80528.97991	59457.66136	19206.9594	83115.68245	500785.346	2418436.999	5809679.645	745537.4931	1520233.072	3596608.622	8971940.791	77474.94234	2856.352812	22020.07112	39389.83925	1643967.181	3376553.313	5731709.323	11492479.45	78317.11372	311944.0844	3990442.137	13751389.33	496868.6817	918600.5071	203130.7708	648243.9374	22504.69796	30242.5151	4190.737741	8326.334212
QC 2	QC	Block 2.3	100859.9558	128167.0685	135890.1445	108532.3169	484280.4941	1270339.142	13116.92799	32045.6631	357417.7027	479797.1256	95190.30914	3.62E+05	98350.19434	59824.16557	617726.8512	61582.18328	175130.1985	87556.96294	2125446.642	926636.2165	476484.5363	542233.0527	28097.2332	17673.38172	616373.6387	125376.7593	848304.2745	1008656.465	10435348.95	3873030.11	502608.0586	985784.5914	104635.4198	227704.5956	47121.81196	45339.12489	11951752.27	12294093.75	662983.6703	485156.5577	267438.2441	156063.2355	14308957.74	22110155.71	1335925.549	1497031.345	2205149.369	1786270.366	11131346.25	4469515.182	315819.4895	44935.86797	73371.79312	290063.722	158063.7299	88977.80467	967159.809	1008874.69	18278.61395	76493.222	198237.64	354715.2338	5066747.426	3664061.245	7684446.37	2648638.132	4655.71693	6035.829461	26590376.41	8854870.464	19441234.51	7282947.709	5933.154752	36074.88915	110134.6829	62277.04354	173061.0769	55186.06191	64430.79341	17990.97068	70769.37846	397072.501	3001886.086	6618840.998	874028.6753	1615216.536	4784494.123	12354381.48	69661.12253	7344.705359	26440.36007	41138.88034	3754266.746	7552188.193	5646056.103	11005131	86365.52008	311346.9535	3959560.728	15446142.4	464650.5852	886840.7792	169415.8419	632651.8027	35015.8988	58921.64168	3861.213863	7772.604649
MeOH 1	Blank	Block 2.3	3064.005709	30662.19127	2147.097831	7709.586546	29305.21813	46912.25807	9739.188348	6342.110715	53229.71053	72154.50705	1700.134925	7.56E+04	3323.198539	29490.91538	314314.2999	7510.968618	626.5100133	1586.870196	1572.571973	542.7994886	1711.101576	6284.395518	541.4738188	193.6298813	613.2119645	390.4211221	1647.412336	8034.338019	1207.903463	1077.538172	1687.81443	1107.39441	1494.507051	3282.987132	1261.785262	2187.516504	2308.29637	2488.037185	228.1808001	755.7041559	762.1365873	265.404019	1175.54796	2723.613416	743.9299674	N/A	N/A	677.9225033	2169.127846	3736.012181	512.7170729	37.54304858	842.6506195	167.5617328	4106.219761	325.0723524	465.0743855	237.2418601	569.1237991	547.8969532	655.0027996	65.48691115	1034.540919	1643.817798	577.2247912	542.442608	429.8257331	709.3607062	4377.877535	1606.924636	659.2469458	666.7899973	961.1192254	11715.57948	865.896815	129.6481535	1700.491721	1297.393339	2312.292635	5351.053216	1369.662475	4155.294018	1843.885716	4175.807388	1863.059758	2839.699324	2793.8715	10979.3309	1367.142962	5335.256796	872.7444281	1822.141623	3920.006875	6789.689676	5716.100347	20701.62409	671.6270217	1928.786428	3199.540441	14448.6155	1011.888628	201.2563132	3091.986791	2982.720604	829.0683117	4463.596953	129.8074287	331.1805306
blank = water	Blank	Block 2.3	1171.204113	161629.965	2594.262583	11647.28296	102402.2138	37597.47482	1828.546959	2440.436894	55381.86552	111641.4299	214.8599236	9.25E+04	16273.87535	1500.218636	679948.5823	10174.56215	N/A	453.1975203	655.36329	849.1461306	335.3534396	235.6715557	180.7015873	282.3862667	161.3319902	179.4867848	1305.713324	7922.550871	1307.46564	1386.002945	1190.624796	267.0817411	118.5382115	2533.54454	802.2375046	N/A	2106.322153	334.6761951	158.7014193	165.8583067	684.368291	178.9940219	302.0401502	635.0489633	801.1590682	172.0799722	89.28548255	1139.172178	621.0914729	1816.89452	442.3526488	79.4820385	230.1236142	234.447413	1568.550412	270.4857776	945.632612	182.1657998	N/A	325.8200022	49.38843628	73.22120984	139.3840487	223.9196375	856.7685998	386.1248289	70.65737694	814.5355592	716.5190042	356.6691384	469.2983594	201.5412292	866.3915821	10523.69021	512.5968856	131.3342256	663.9687445	535.6329312	2192.099651	9466.804659	1370.254857	1191.484005	512.0443717	N/A	763.0547655	1225.838677	1568.088095	2392.886856	839.0172864	3671.528222	847.1233101	959.6686477	650.4261033	2927.870008	3656.685363	2500.907491	241.9300956	605.8561228	1880.942561	4090.498955	711.416177	N/A	260.7888231	858.038911	561.6895357	153.1137629	46.81335719	112.535617
IS Mix 1	Blank	Block 2.3	1645.582805	N/A	3769.265157	6329.237192	26771.99918	33997.46791	7574.469368	15427.70623	57312.33995	13061.6973	3186.723498	1.23E+05	13614.27899	6992.235798	304866.885	8931.491611	1459.209477	950.0734066	735.8955489	14406.78054	2476.798827	3986.155403	315.7437723	566.1611711	641.7458202	708.5331979	2878.094787	13674.80112	2351.646862	512.5896147	1065.669826	1627.360988	4831.918785	3541.122753	4557.629273	4625.065458	1866.735283	171.0904079	103473.8996	98517.03685	1850.856499	433.0618197	23834.43949	36680.3707	248002.1457	230999.0591	368.855218	3204.570632	2741372.137	1144285.407	2069.223811	121.7795377	160.9154522	687.9286914	2107.535772	687.4904501	1109.901106	173.7024495	18057.77015	154.233896	232.6870038	225.2893352	561.7924835	753.8325699	876351.7561	290928.3099	141.6773633	843.5991703	13643.54092	6394.903319	5896095.825	2034234.034	872.0750469	11239.50924	964.4666354	387.5048475	15856.39004	1515.296627	3824.477992	7304.506814	1064.34625	1369.946554	N/A	1953.425394	197993.87	455299.3832	1498.693228	10148.58814	32428.66216	5218.589243	3524.553613	1598.23535	8267.72045	3581.03501	2125040.322	4050729.718	1541.784456	7196.259711	1429140.839	5176138.244	3303.116527	2969.104474	1112.616798	10386.4753	256.5299535	4566.976988	1128.509161	314.3131482
Cal 7	Standard	Cal 3	2809.855358	30682.85392	5197.441861	7210.195144	34578.61847	41613.21972	8091.960823	27147.74526	18719.46472	70592.26814	2526.824482	7.78E+03	23703.63999	42858.09591	466527.9819	25191.80983	2056.283457	1662.832825	7125.711383	12788.19171	27436.7253	28414.06892	10343.47932	9090.770198	5371.499856	1323.254006	3924.357621	22048.59921	7959.08016	4925.892228	N/A	12956.78239	2800.271153	1868.404719	11721.04388	13856.85644	1397.7539	981.733367	276239.3931	212016.5307	12504.06362	5886.445324	48210.5486	63196.21029	528613.3328	470910.0003	3003.757055	7531.167037	4643619.839	1953624.005	8669.722912	715.1182017	2079.938266	6901.926941	12193.30081	1154.640052	2242.84581	573.0850371	3639.03487	454.1809398	5591.987748	1268.283344	1100.737359	413.2115821	1621974.337	538198.3369	683.5447224	1230.263607	21861.97878	8550.270241	7028678.512	3088671.653	3952.986042	26823.70145	3328.168867	4495.524232	62560.65528	15241.0965	16536.25882	14662.764	4397.120606	23280.00434	942.4305567	15448.50531	352193.7551	766593.6002	3961.843551	6067.975546	50836.23715	7181.805475	4014.892433	8472.929812	14684.2302	10939.61675	3290167.966	6661353.56	4050.909855	17141.36912	2803252.148	9891359.21	3723.412206	3339.689133	2668.437615	35222.6481	1613.510811	16277.71408	254.5994722	269.9769552
Cal 6	Standard	Cal 3	6119.613369	29132.99929	31801.13853	24858.50621	42288.83707	80458.3301	19785.30381	74434.69892	73066.03504	69964.41514	11118.62716	2.53E+04	90040.94054	44494.40002	866712.8694	99070.27867	110202.3899	69816.77353	20019.35384	13368.6224	22128.20366	14219.87693	28102.28451	14994.54807	31327.72909	5563.671204	22097.72137	35340.81879	56581.34144	23176.96705	38862.54695	74278.44196	3177.693041	10415.18691	27013.06918	32690.97742	8914.34414	7352.224588	283829.1172	260009.2056	59872.49492	42081.79728	50387.98255	80535.62026	503414.1603	511505.243	5110.76115	14324.34145	5729669.099	2346106.15	43790.14409	5583.958634	7431.715608	44605.18674	16403.33448	4620.134722	3282.750476	2594.953347	17150.85955	2669.933459	7089.339385	14605.9596	1365.60125	1390.591133	1695549.678	584686.1302	2114.006909	3750.291564	27389.8008	8824.16571	10783452.6	3879373.879	10128.63366	77842.20802	16163.11627	7227.385353	213931.2358	52831.54983	73778.99786	29244.06771	15995.1797	83249.09603	14122.23171	24607.65845	500457.6873	926500.5927	9302.86341	42898.72968	60643.85414	1113.383875	7822.344695	11541.73354	21491.72239	68973.7519	4130546.284	7939455.573	34350.33111	149437.0185	3144873.879	10910102.65	3447.287636	2596.304273	86214.07862	306769.4345	2132.140456	11401.11874	693.2960129	664.7197906
Cal 5	Standard	Cal 3	18651.31745	56302.13422	97653.8047	58742.87237	100226.7908	182704.4761	42875.37256	173021.1205	175268.1235	171346.717	24128.89902	7.72E+04	220714.0196	110649.7875	2370987.87	287298.0258	367812.1209	187274.0358	67948.51299	17501.22508	58740.64896	38725.75092	105669.6737	59950.12782	64180.938	12580.28238	44350.20504	70176.80348	135840.7939	57152.23373	125348.3938	190415.5366	12039.95509	23675.43104	70362.56544	95107.78339	16811.63166	17943.74981	293315.9639	265037.268	225314.7372	132333.2514	70574.87811	112549.5293	510667.6446	470735.8523	18296.6862	20241.4544	5432180.895	2226241.918	141713.598	15184.28817	35579.39608	122229.9855	48631.27687	20334.91633	8864.526607	13211.83499	2677.530223	13776.71911	20113.00399	43734.72645	3723.273133	1405.771919	2040979.639	664204.5729	15839.28645	13388.26491	54346.80526	13880.46706	9694995.511	3058146.038	34068.5078	171291.4918	50164.81096	25463.28994	575907.6773	198917.5292	191265.2802	51993.02334	49844.48075	307519.3568	34069.38514	121097.3685	374028.161	772392.2341	33393.72707	98570.23802	82197.30425	10152.60242	27432.86357	33674.47678	97142.46916	173658.1676	3514203.031	6859860.108	117322.9406	387873.9617	2765325.112	10094659.38	9455.874184	1239.004475	160378.4359	547610.5392	3679.463706	10969.66934	3156.173133	2174.983335
Cal 4	Standard	Cal 3	29642.69559	71440.96759	285715.08	162045.4783	170042.592	370928.0076	74893.86115	413413.6585	401175.4433	270799.8369	46430.76628	1.30E+05	548974.1165	269131.8395	5470142.991	789417.3413	758357.7713	423809.6779	141806.7661	52789.36554	70501.85665	76336.73926	158035.063	111540.2345	197740.3971	43052.17869	138524.3283	156924.1471	429944.8618	181854.1226	324615.4487	527542.9716	24890.99499	64853.24268	166192.9676	199180.5849	42358.88898	43697.83132	201383.2198	167956.2247	372016.3701	233055.8977	98474.40933	143564.1868	363584.2159	368263.2157	28667.71786	35811.68153	4511836.608	1964984.008	304365.4945	35037.8063	62081.18153	273492.3682	67618.27895	34692.75548	21557.76866	23760.88311	10598.05045	26897.63254	32401.56098	59330.26311	7924.605945	7743.60046	1119817.899	374921.8864	13330.86575	27553.19215	122559.3799	45273.61293	7948605.034	2494410.662	98363.35318	620905.39	91389.35345	51735.75772	1395926.096	455289.3573	551129.6163	132694.6323	88545.46317	472127.6556	71440.43671	166846.6299	322860.0862	654142.6704	53543.34766	138718.9718	103314.5927	20763.29027	59197.46827	79795.69538	212129.0027	443439.3607	2889482.079	5930384.852	324086.0031	1126360.204	1841108.899	6280952.915	2769.318674	1822.458411	355293.3713	1203070.889	197256.7216	306306.0916	2551.373274	4175.739546
Cal 3	Standard	Cal 3	88485.90273	168856.3608	815808.8739	536608.9442	465098.0069	982166.0282	140662.0553	892755.1043	879465.1036	547060.4835	105655.1357	3.55E+05	1192797.817	593885.2498	15102294.56	2020886.132	1914049.178	1152182.98	462893.5816	192477.7401	177714.9623	205290.595	488935.8187	353446.625	532017.928	113368.6627	486748.2976	543276.354	1660572.884	638400.867	1096304.319	1831558.408	80161.8035	250807.2551	513139.1087	647311.1892	110710.2143	107604.0689	167118.3245	163490.4093	1082779.889	579950.3825	186798.1173	304240.7036	291269.1755	268317.963	88850.2424	88740.14518	3306368.578	1353052.477	913208.148	116157.1981	222707.5314	884400.3176	254872.7124	134086.3349	45463.46175	66403.8891	45626.60344	164243.8374	78079.4198	108813.4025	24611.57639	17340.84644	1073059.485	326970.0556	35867.22574	41200.51056	369854.6617	116349.6449	6693140.396	2492795.487	326898.3896	1993851.938	173072.3479	113505.8214	4325047.97	1497362.152	1870144.002	384125.8806	341184.7661	2136143.424	180188.998	503783.4888	289544.1064	575005.7924	128206.4692	348393.3442	308830.143	73847.59293	198780.9961	275013.6402	702089.3002	1400600.862	2903875.989	6124387.633	927249.6469	2847886.267	1542014.544	5471215.755	3535.096315	1988.079641	787348.4495	2617679.186	800839.0881	1194631.513	10838.05221	18149.82535
Cal 2	Standard	Cal 3	209238.0386	417192.8151	2012536.752	1166086.815	1086808.207	2537397.949	327650.0297	1791270.636	1695024.551	838631.4139	345807.1808	8.65E+05	2156756.23	1148684.57	33884075	4630630.124	4722696.465	2995433.406	1182254.521	484218.0232	597053.0289	673284.925	1906713.724	1132747.338	1762230.424	419140.234	1341383.001	1588627.611	5033781.333	1937606.008	3916977.003	5524496.773	314030.1696	648361.4652	1675409.682	1984107.893	374851.9316	382907.8975	165309.09	149788.3301	4082356.961	1870277.801	622807.6172	1022714.533	310912.3022	311722.5116	308981.5084	332855.9205	3617173.386	1511964.572	2898910.468	360172.4628	672614.4117	2950015.098	775220.382	404701.9077	191851.2605	162431.3272	68548.34264	250440.7199	240009.4414	465895.4057	70248.68711	44094.09382	1049659.918	345254.2141	133929.9207	180572.4788	1325447.563	406416.6133	8030109.881	2482797.733	1013988.188	6046328.18	801090.0973	470120.0151	13159078.48	4889382.529	5339284.243	1228714.889	1219508.041	7482301.684	659238.8499	1435994.929	289992.8278	554656.7703	416131.0455	1178860.377	825885.7278	285512.2985	685692.5586	875525.58	2306246.872	4807643.276	3323585.186	6230277.418	3823539.633	12260152.11	2005457.08	7513039.372	4592.063048	3409.360138	5593730.921	16831702.49	4691235.771	6200743.039	35028.64664	77968.81861
Cal 1	Standard	Cal 3	311474.3062	760688.1174	3627753.64	2393881.781	1570237.054	3686594.327	622411.5115	3420034.014	2271555.536	1237212.718	526486.4071	2.11E+06	2781051.551	1568968.523	45728931.2	6666237.327	10798240.7	7174812.097	3827558.731	1358253.755	1979049.158	2294638.968	5824424.36	4204110.118	5357290.858	1150051.327	3496354.006	3567996.656	11364655.73	5018409.781	9477763.66	16850755.94	719147.5595	1824651.948	4614605.599	5841302.788	1101643.172	1085806.464	155326.9889	139866.8801	10354124.09	6005069.767	2108461.222	3068545.328	451456.2689	392553.0307	885310.8703	774836.0009	3371503.612	1159600.312	11226138.35	1245831.775	2737358.102	10906797.17	2660369.181	1455205.342	538017.8076	638973.3417	383868.5787	1265008.459	1231835.309	2242529.196	264650.3873	182053.3813	1223113.557	450993.827	614998.3612	782988.1126	3222813.006	979978.8516	5283433.093	1978021.513	2773590.778	15552419.08	3251328.446	1627540.743	37107960.17	12116004.39	15176279.75	2945906.28	4051148.611	25799342.95	1991316.77	4433416.136	259603.2022	465584.7355	1587981.194	4323536.564	2324961.247	935243.9004	1526090.169	2118045.385	6195754.389	12551567.83	2350804.467	4752479.099	11833339.55	38646946.08	2116376.9	7094873.796	102465.0604	162562.4128	10666556.69	31317852.43	18023645.13	23819316.85	150973.5179	269910.9638
