Sample.Name	Sample.Type	Classification	M243_N.Methyl.Alanine_104_42_qual	M243_N.Methyl.Alanine_104_58_quant	T246_TMAO_76.1_58_qual	T246_TMAO_76.1_59.1_quant	C282_Choline_104_58_qual	C282_Choline_104_60_quant	C178.Cytosine_112.1_69_qual	C178.Cytosine_112.1_95_quant	C242_Carnitine_162.1_103_quant	C242_Carnitine_162.1_85_qual	C261_Creatine_132.1_44_qual	C261_Creatine_132.1_90_quant	T248_Trigonelline_138_92_quant	T248_Trigonelline_138_94_qual	S240_stachyhydrin_144_144_qual.check	S240_stachyhydrin_144_84_quant	H030_Histamine_deriv_247_154_quant	H030_Histamine_deriv_247_95_qual	T230_Taurine_deriv_261_126_quant	T230_Taurine_deriv_261_136_qual	C251_Carnosine_deriv_362.2_207.03_quant	C251_Carnosine_deriv_362.2_269.02_qual	A368_Anserine_deriv_376.1_241.03_quant	A368_Anserine_deriv_376.1_283.03_qual	M262_1.Met.His_deriv_305.1_124.03_quant.must	M262_1.Met.His_deriv_305.1_83.07_qual.must	H102_Hippuric.acid_180.1_105_quant	H102_Hippuric.acid_180.1_77_qual	H096_t4.OH.Pro_deriv_267.1_132_quant	H096_t4.OH.Pro_deriv_267.1_86_qual	M263_3.Met.His_deriv_305.1_168.04_quant.must	M263_3.Met.His_deriv_305.1_212_qual	P265_Phenylacetylglycine..PAG._194.1_76_qual	P265_Phenylacetylglycine..PAG._194.1_91_quant	E035_Ethanolamine_deriv_197.1_136.02_quant	E035_Ethanolamine_deriv_197.1_62_qual	G121_Gln_deriv_282.2_130_quant	G121_Gln_deriv_282.2_84.05_qual	IS_L.Glutamine_288.1_135.1_CE25_quant	IS_L.Glutamine_288.1_89.1_CE38_qual	H163_HArg_deriv_324.1_189.03_quant	H163_HArg_deriv_324.1_84.06_qual	G004_Gly_deriv_211.2_136.03_qual	G004_Gly_deriv_211.2_76.01_quant	IS_Glycine_212.1_136.1_CE25_qual	IS_Glycine_212.1_77.1_CE15_quant	S130_Ser_deriv_241.2_106_quant	S130_Ser_deriv_241.2_136_qual	IS_Serine_244.1_109.1_CE15_quant	IS_Serine_244.1_136.1_CE30_qual	N218_ADMA_deriv_338.2_203.03_quant	N218_ADMA_deriv_338.2_46.08_qual.must	S241_SDMA_deriv_338.2_172.03_qual.must	S241_SDMA_deriv_338.2_203.02_quant	M224_Met.SO_deriv_301.2_237_quant	M224_Met.SO_deriv_301.2_88_qual	C243_Cit_deriv_311.2_159.03_qual	C243_Cit_deriv_311.2_70.07_quant	S205_Sarcosine_deriv_225_136_qual	S205_Sarcosine_deriv_225_90_quant	A364_b.Ala_deriv_225_136.01_qual	A364_b.Ala_deriv_225_90.01_quant	G152_Glu_deriv_283.2_148_quant	G152_Glu_deriv_283.2_84_qual	IS_L.Glutamic.acid_288.1_153.1_CE15_quant	IS_L.Glutamic.acid_288.1_88.1_CE35_qual	A221_GABA_deriv_239_104_quant	A221_GABA_deriv_239_87_qual.must	T183_Thr_deriv_255.2_120_quant	T183_Thr_deriv_255.2_74_qual	IS_Threonine_260.1_125.1_CE15_quant	IS_Threonine_260.1_79.1_CE30_qual	I038..I056_3.IAA_176.1_103_qual	I038..I056_3.IAA_176.1_130_quant	A362_5.AVA_deriv_253_100.02_quant	A362_5.AVA_deriv_253_94.01_qual	P264_Pyrrolidine_deriv_207_114.01_quant	P264_Pyrrolidine_deriv_207_72.05_qual	I079_3.IPA_190.1_130_quant	I079_3.IPA_190.1_172_qual	S212_Serotonin_deriv_312.3_115.09_quant	S212_Serotonin_deriv_312.3_160.04_quant	M177_Met_deriv_285.1_133_qual	M177_Met_deriv_285.1_150_quant	IS_Methionine_292.1_140.1_CE25_qual	IS_Methionine_292.1_157.1_CE15_quant	O089_Orn_deriv_403.2_175.03_qual	O089_Orn_deriv_403.2_310.01_quant	C260_Cortexolone_347.2_109.1_quant	C260_Cortexolone_347.2_311.2_qual	K112_Kynurenine_deriv_344.2_146.03_qual	K112_Kynurenine_deriv_344.2_192.02_quant	T184_Trp_deriv_340.2_146.04_qual	T184_Trp_deriv_340.2_188.03_quant	IS_Tryptophan_348.1_151.1_CE35_qual	IS_Tryptophan_348.1_195.1_CE25_quant	P187_Putrescine_deriv_359.1_114.04_qual	P187_Putrescine_deriv_359.1_266.01_quant	IS_Putrescin_363.1_118.1_CE35_qual	IS_Putrescin_363.1_270.1_CE15_quant	C233_Cysteine_deriv_392_177.06_qual	C233_Cysteine_deriv_392_223.02_quant	C134_Cadaverin_2xderiv_373.1_128.03_qual	C134_Cadaverin_2xderiv_373.1_280.01_quant	S122_Spermidine_deriv_551.2_193.05_quant	S122_Spermidine_deriv_551.2_416.22_qual	T249_Thyroxine_deriv_912.7_731.56_qual	T249_Thyroxine_deriv_912.7_777.53_quant
P53	Sample	Block 1.2	131636.6899	140929.1881	58286.13711	36953.86891	570835.149	1413030.4	15924.6598	32965.05332	573471.4259	554580.2301	282563.7641	7.88E+05	173786.4765	73221.93252	680349.8016	82146.75882	110052.8636	68184.26942	2421950.368	912453.5033	1452312.023	1682049.945	54040.32574	45314.09715	1177524.746	244273.0894	3117702.216	2214048.279	16998849.7	7103685.317	898578.9842	1969135.708	201554.0371	382100.4313	38997.73124	25605.76296	19369506.72	20805331.84	1075303.414	844934.8236	131379.0448	81063.11791	23563590.36	28124073.59	2034800.874	2129497.333	5243811.316	3066762.574	18258968.47	7412627.13	564720.4759	68855.17351	125296.6819	477968.99	257621.441	129522.4628	1797460.564	1958069.569	54235.7832	164796.51	420595.5792	711239.8666	13082770.89	8804294.841	15244264.68	5115899.33	21113.80933	12785.89851	51425900.88	16051423.53	34905995.62	12392073.49	7582.069462	53857.91486	296926.3196	170859.67	224612.6866	123859.3262	140692.3665	28879.10652	87940.73836	516947.2295	4834056.929	9683545.677	1406206.525	2828915.763	8462105.302	16809368.24	113190.8005	2007.947647	26740.18239	35826.48424	5568594.715	12867833.36	9475564.006	18633194.07	209196.3363	669941.1601	8468470.261	27040137.57	1085604.109	1715737.447	330286.2918	1280553.415	37761.57721	48061.2146	7805.644788	15900.13082
P68	Sample	Block 1.2	170315.432	165608.3545	223913.3264	110380.7344	705293.2235	1697903.171	13564.56952	50427.76625	404404.0212	713885.9429	126609.0261	4.78E+05	154653.967	61930.64101	949287.0047	93012.60764	655600.1046	362672.2909	9333197.078	3753569.79	516997.2155	598373.5056	54617.5908	23008.43016	624074.9776	149148.2912	412265.9832	341201.4174	15238201.34	6312552.416	699256.7263	1330784.313	317153.5816	577264.5409	93848.58657	101145.7356	16834681.72	16752558.35	796559.9969	729431.4774	386057.2953	235541.9136	26327339.5	32913729.53	2038542.732	1918857.216	4223332.294	2532472.449	14267673.78	5577745.019	546556.7581	60572.16172	76222.88428	290185.8721	210423.094	102333.5642	1092438.001	1219778.236	39113.52569	127948.3034	459412.1959	811855.7385	6239985.392	4117835.906	8430420.064	2834108.127	12052.83726	9385.821902	32830890.29	10430806.04	29213186.33	11077147.58	7282.950505	66848.21613	115610.5379	60609.97131	257470.2547	77859.809	83200.25229	30079.58472	317745.9027	1717316.713	4939984.965	9941423.523	1198604.47	2346312.105	5364412.643	12131742.26	126917.6809	N/A	43778.63729	77284.39145	5690746.113	12759442.89	9298306.549	18309825.37	192409.111	620639.5275	6815729.865	23166250.36	1087444.936	1816356.101	238780.877	977293.1242	86133.57489	114651.9002	7086.338154	13572.3173
P66	Sample	Block 1.2	155628.2918	166203.918	153714.0667	100077.969	651583.1699	1697976.89	12536.53813	54256.6565	800781.5458	982154.782	81247.05336	3.04E+05	120242.069	52556.76515	1162419.282	114974.341	36503.95196	17519.90611	3568267.298	1319857.571	1105738.432	1127231.681	77677.72437	56131.30172	1107657.652	225315.6546	572407.0028	458087.2956	22144403.86	9413671.708	888586.0567	1860794.295	559679.4457	989215.8586	107583.5287	115305.4713	30733686.36	32090558.17	1375933.019	1197494.309	424082.3159	222307.6443	53375014.25	64818662.04	3213359.657	3639134.667	7955280.562	4666639.508	21519303	8937876.475	1125419.46	131585.6817	115609.0399	492441.5894	254768.8644	132028.1261	1832840.43	1954185.805	75192.79602	239882.4324	493776.9232	875305.8274	7646129.684	5088402.272	16940478.76	6074534.576	21958.48929	15192.94806	63476246.34	20677200.68	46794114.93	16296936.62	7957.74687	45745.70085	380714.5691	212511.4212	475809.4977	132457.5336	123097.1284	35077.87077	8788.112101	47811.96569	8037768.896	16969853.88	2051006.664	3814905.298	9163135.273	20406304.22	178776.3917	5997.227683	41412.87241	55909.90864	5357014.323	11893408.8	13051238.97	27011229.24	247533.1293	819552.4404	11830175.46	37672522.34	1400314.474	2334946.604	713548.9899	2456822.675	47375.51931	82302.87672	12392.57613	24679.43413
P82	Sample	Block 1.2	191681.8938	200862.5786	122620.9643	62419.85881	881124.688	2091096.072	16655.86304	57560.03031	499168.2004	639242.9318	140300.8433	5.25E+05	227456.5541	115129.0832	1269220.091	136248.9535	24498.34358	15630.58923	1337653.961	533319.0373	558878.6097	600244.3835	29026.7888	18767.97314	825680.6604	182789.0496	3847820.308	2927246.482	12766629.94	5280302.489	546835.3493	1148618.343	109814.0543	193324.9177	43191.72179	33766.24408	12045573.15	11775278.32	775348.3666	709453.7256	425299.7605	223740.9222	20901741.34	25963090.92	1716890.841	1718523.919	3738060.239	2218906.868	14508619.78	6002334.43	531171.9563	53257.34333	65220.98203	274633.9105	211955.5168	110132.4151	1660800.407	1721440.353	32010.78266	97477.032	297210.8689	499063.8044	3249058.437	2263580.622	8839889.832	3150745.914	15965.48208	10520.6434	29408844.48	9469300.023	27937049.73	10315411.71	3725.200218	44941.39417	62020.49257	33306.22396	244777.7085	85634.89437	79425.33662	13855.36162	22087.14086	155321.1252	3366236.611	7108683.005	1123571.119	2216940.887	8502812.309	18171936.57	101674.9483	4146.035797	42017.35891	63642.96813	4853518.183	10578935.93	7203103.692	14920248.44	151728.0946	474779.1557	5992144.672	19480894.01	670764.4267	1107715.874	50015.51308	227390.6827	35210.60839	52233.04557	6612.544708	13342.48215
Cal 3	Standard	Block 1.3	157891.2151	268496.1783	1544396.394	966874.0385	715776.4122	1637662.045	221772.3157	1295779.156	1667292.721	974430.9878	149841.8744	5.52E+05	1737635.717	892912.3345	19835981.49	2967022.003	3597806.788	2302897.224	659826.4763	237543.8407	310562.2052	313838.2714	893454.7171	552256.4191	797257.6779	174981.1796	1003567.412	833212.7675	2425290.135	984504.6353	1465757.743	2626427.588	242584.4561	398032.1508	879034.2966	1061331.162	162367.0885	173396.9013	281732.1526	257260.1346	1662734.669	884169.8786	352595.7917	486829.4841	499701.2865	486438.694	262038.7532	144637.2379	5713324.476	2267007.777	1600776.736	188246.9419	315290.7956	1314637.965	332312.7186	169337.3011	86477.04855	89704.43961	123879.1415	365179.2556	108315.0352	227120.0413	31849.51182	23348.30184	1797663.438	600547.7287	106476.2967	88808.91344	585228.9082	192054.1768	12269518.19	4582794.91	588603.3988	3213129.311	339177.1746	197214.087	8936402.847	2817743.986	3767146.201	751171.7542	570496.785	3619635.778	367334.3119	798435.3512	492715.3683	968543.678	267173.1377	624579.9022	413447.3806	183660.4034	391259.6448	576058.9342	1283375.257	2693329.345	5727914.87	12410197.05	1554243.584	5494471.849	2906319.411	9930515.444	9436.88938	11627.20884	1508024.898	5375536.452	1447771.23	2009971.375	18435.6745	34609.44011
IS Mix 2	Blank	Block 1.3	2260.798761	26951.4846	N/A	66587.63681	32342.01693	31641.141	12778.23924	29904.96762	63212.55974	24079.52999	1544.770242	9.79E+04	63901.74071	53743.2985	460676.7206	15635.39566	1517.132867	1300.872945	3301.509675	57452.70063	5016.973336	7840.965977	2197.783637	2999.076592	2471.666956	1252.864006	2511.398305	18766.1962	2661.37997	2516.744041	2106.155868	1317.488808	11756.24272	4133.965622	6511.693156	6243.324861	2181.754883	513.0756539	598762.4779	483380.2933	3105.811722	250.8765669	110987.0895	158993.5127	1087802.726	1038154.095	5951.351913	4989.649272	12754830.9	4910966.584	292.5039588	3556.498417	706.9225979	166.6541948	5825.068136	848.3714531	1714.714469	371.6282911	453.1386118	N/A	3509.507285	2094.843884	503.413133	1746.993432	4763974.191	1534647.666	255.2989017	795.2200297	40850.14951	16239.45949	25327145.78	9263811.935	1020.047412	44964.80959	1949.794947	924.2396521	73245.31257	2383.889158	1595.496926	18899.35291	2852.263412	3603.227026	2732.479492	8804.551522	1017713.218	1775280.764	4682.12899	26260.44117	97857.19491	4115.754546	2168.968236	4473.122082	28096.28442	6280.000914	9467554.228	19770033.35	10262.59598	30871.51872	8544260.99	29689578.21	14722.1515	7629.499626	10289.24914	51120.08665	4474.349106	26328.09612	283.0187735	493.035381
P46	Sample	Block 1.3	203714.3451	164068.1618	625209.7726	363949.1192	831531.5931	1939319.983	16593.35974	46753.92313	547347.0159	618875.2733	111322.2211	4.01E+05	237274.8115	133211.0065	1889865.539	278680.4202	25975.72068	18029.66192	1350027.894	492014.2773	611867.9184	713842.2229	46935.12901	36904.80947	882503.4373	191991.2942	4534788.773	3282386.455	18269536.81	7418346.862	870720.7361	1732454.551	231157.8505	385208.4291	61281.76605	55244.95395	12303387.18	12425501.36	924343.4601	841430.17	538208.1753	318668.3166	18564001.12	22227338.68	1826352.428	1889778.538	3163572.321	1927513.481	16807459.34	6692658.83	667512.8134	65220.4098	81309.3951	350634.5012	201721.9546	106294.9863	1453100.186	1564241.971	33920.65832	89257.83488	120402.3021	220012.5057	4336184.509	3018001.269	10745860.94	3411831.469	7159.614843	6995.787497	26714972.81	9365917.126	32680556.37	12262068.38	7516.759301	51485.6718	123772.0069	71116.34449	333996.4354	89222.5508	71772.28139	19235.80824	11129.10265	46206.77008	3069749.24	6645055.644	1326217.728	2479317.385	9001662.844	18882063.61	106805.0168	4363.463032	39559.95231	52225.54057	6494137.867	14174421.75	9817333.235	18706953.79	104354.8261	406669.5746	7592141.153	25094636.66	924651.4659	1558385.777	316882.698	1507442.069	31661.13855	53509.41965	7990.92289	14700.29471
P65	Sample	Block 1.3	154799.5543	154924.3808	365502.2849	221006.7189	726236.5725	1834655.837	10881.07108	33122.00558	535918.5769	699238.5657	33988.32254	1.14E+05	103238.6437	69327.52184	1102579.995	149121.1773	1450414.132	854125.0693	4272521.949	1717057.79	770196.3298	798108.5627	52195.12348	22950.39551	884492.2827	172134.9172	3102314.894	2658582.781	14978977.1	6279137.885	720034.8023	1449868.081	102400.3547	208443.5679	121398.619	153569.2578	13630424.86	14087561.45	1277026.577	1078953.838	645085.547	365181.022	22601590.32	28480610.62	2464120.919	2636708.207	4926269.034	3542158.494	21815477.44	8571794.909	693347.0039	73890.46554	131488.0466	555750.4988	193472.6201	103104.752	1718000.069	1837685.673	28088.82393	118624.3842	523033.9105	994254.7577	7668651.44	4812582.439	17478816.03	5896083.852	15973.40746	16174.8173	29060728.35	8869824.822	42349469.25	15506248.09	22031.19125	145286.1342	269769.8637	165446.9736	170982.4773	122500.0151	198931.0031	102287.7347	311024.7933	2064907.594	3412852.318	8020865.793	1647019.3	3307943.034	13178693.97	27316951.59	166427.0138	8324.534689	45755.42791	62000.87374	5943470.252	13917896.91	11484973.82	23635778.91	265601.9839	794841.416	10839829.83	37015024.27	1022709.543	1708963.84	294114.2368	1318609.572	111596.1525	146749.1153	8803.15765	16639.30604
P49	Sample	Block 1.3	218495.2076	191292.9251	376803.8968	232575.0247	944099.058	2218000.272	7711.115073	18905.45645	395076.547	742029.334	95115.92475	2.21E+05	138625.7845	71263.22605	630093.1253	78724.78674	313335.6723	191047.638	5514892.725	2141472.269	898945.6964	982185.866	63391.67483	39378.17571	979330.0364	203338.2961	259878.0353	240984.7331	12482685.5	5444562.936	746393.6395	1666506.644	193878.3871	387316.8303	71618.90058	78074.92572	17920071.64	19307659.65	1199421.611	1068188.675	331005.5195	202732.7236	34027133.2	42684546.57	2399729.976	2654665.505	4856691.916	3106373.88	19048143.91	7978893.543	949441.5187	84949.99466	83265.09305	376746.6085	232213.3995	127364.5073	1456732.235	1519580.217	52878.86736	170393.0518	313115.0317	578341.9819	13144241.18	8821911.474	16905646.61	6121956.521	9605.259611	8624.421516	29446338.9	9701596.053	40090936.45	14579954.63	5598.885551	47101.1122	299906.8396	190470.8963	281576.8758	86257.29304	184183.9872	48297.13276	64838.54096	394042.0034	5068760.667	11288253.09	1670841.919	3096694.196	7511233.566	16302163.73	129634.7484	8127.827041	66827.92711	102602.621	5730680.945	11894630.92	10575666.32	21570862.04	155906.6936	601156.4899	9000708.068	32116142.07	1287239.455	2329258.72	383843.5781	1343005.568	42371.7606	56043.42013	7280.921706	11732.38691
P56	Sample	Block 1.3	157215.0076	141530.0205	159109.1131	95568.50021	677769.8544	1684608.483	8731.765885	20226.05234	508361.7267	590160.1219	97148.40976	2.94E+05	111553.2935	60997.06317	552628.8135	74353.68045	442212.3402	277921.8765	2979313.075	1255265.718	869104.6427	914948.28	49431.01016	25873.62776	913612.5412	180631.0228	388808.7353	320062.7808	15158368.98	6400612.626	595899.6775	1314396.109	263337.4553	460122.7878	67586.55487	66137.04988	25569433.11	26067617.93	1103239.234	955775.804	262625.5027	131027.2914	30851883.8	39849092.32	2342969.177	2323181.853	4351018.309	3018821.794	17837983.69	7382166.443	722977.729	72385.01702	110312.9975	429025.3216	294748.7985	155979.7271	1760442.735	1792830.455	40114.49589	132617.9956	204153.5477	372100.0335	16400743.47	10454404.13	17795020.45	5279437.943	12423.99036	11537.29388	44876315.55	15116700.16	37990722.52	14059433	5640.188514	58969.10058	476417.3407	294123.3394	216340.631	63186.89682	105704.32	31125.64921	105839.1127	691325.1179	6122675.361	13218727.12	1554269.403	2933943.855	9872237.544	20660021.02	119482.0979	6716.511617	63645.88229	75625.0365	7165063.424	15629084.28	9994346.794	18823425.03	174157.4349	586424.586	8567300.372	30293807.11	949107.249	1650698.749	524594.7856	1822476.572	27886.72848	41483.53435	7398.314259	12420.675
P86	Sample	Block 1.3	159370.3691	165464.1571	101143.2087	60754.68583	749188.8215	1966189.509	14093.9567	37000.25349	314278.6991	436640.3717	122942.5028	4.38E+05	131323.0645	65661.75192	516639.8015	67933.2037	50933.99081	32763.34881	3955884.725	1499615.26	769825.4574	821280.0129	35011.8418	10868.36128	597900.5568	132779.7395	2543721.327	2039009.872	14574917.31	5696645.108	521048.9681	1094275.557	134496.5537	237832.7529	35241.89848	29916.32568	13926734.04	14889944.34	781970.9521	728888.3017	303909.452	185768.2536	24965135.01	30660068.52	1731130.42	1946471.818	4082408.224	2916613.944	14484051.68	5914439.479	532026.3459	57331.70306	62996.10666	269876.1617	266495.9364	134312.0233	1180743.709	1279401.935	39635.90708	106107.9052	430551.0296	844148.7644	5175708.44	3544016.171	9770761.711	3535681.704	10843.48217	8623.282462	28632784.57	9620032.933	28699867.95	10515440.63	3823.324676	21425.64078	41033.11144	23120.20687	371492.9704	117846.032	105730.2386	24045.6638	57089.98096	383894.5171	6326381.3	13930708.81	1065411.045	2261484.183	8261777.845	19519543.32	111602.2912	872.0967463	44162.16712	65109.91291	5820650.658	11322687.78	8075585.222	17107827.89	113411.1446	373308.7496	6071611.719	20884058.18	585836.7695	996577.2823	35507.46104	150609.0242	26534.90047	32523.90265	6659.853721	10530.43955
P51	Sample	Block 1.3	159892.6072	182798.5418	131963.6432	87655.11329	814994.742	1853819.346	8950.452399	29756.49215	410674.0357	543322.6934	123653.3903	4.39E+05	165999.7074	100720.9513	723100.9775	94168.34337	78342.49855	37843.85853	2578932.506	938366.2097	450195.9309	440423.3259	23215.09266	22981.84167	768380.7397	162531.0062	332905.727	272728.5905	10976641.12	4556392.563	317747.4424	880197.5282	120703.8626	214541.3686	74118.13209	72643.28409	11882335.57	12562275.76	842804.6326	744130.5736	313538.4618	189009.7168	23326346.44	29937814.45	1669358.748	1829874.438	4266238.555	2821951.492	13492667.87	5517866.105	554150.8415	64291.20617	61755.68901	245518.8566	269909.4438	132026.7075	1401207.833	1389921.143	40608.1917	141511.0662	248111.591	448672.4981	4642388.654	3168855.728	10488058.72	3330628.282	9117.989575	8246.73695	44035640.99	14417237.79	26854703.23	10141459.26	3828.134114	19893.60663	122610.5814	72821.94434	564506.7456	172824.5902	98622.69098	59368.84159	27059.34645	144740.9572	5748044.026	12947666.14	1006267.424	2238144.85	10536115.74	22530895.1	96954.17826	12735.43068	43787.95293	62494.79417	5167471.184	12509310.1	7695870.008	15343452.83	136893.0582	476592.6549	5987755.129	21541029.43	835810.8077	1343939.791	225326.1267	812401.8194	17443.16473	34094.58992	4181.956447	8320.370555
P63	Sample	Block 1.3	190233.8468	192332.3736	248672.0566	136275.8136	874468.1661	2053860.65	13471.21527	39122.02455	463676.6677	669857.1894	115903.7304	4.27E+05	150922.6034	96941.52577	1026008.947	160623.4379	385023.9764	255817.4763	1608925.132	582241.7471	1127925.514	1435735.04	52560.49374	53121.87747	1225865.91	252325.6419	4598692.503	3814219.253	15898591.33	6583519.146	1032464.901	2096987.166	111160.161	218396.3885	100938.244	106311.8034	13657449.55	12847295.14	1240343.947	904703.8617	765898.5129	438761.5233	23563452.73	30086195.48	2173131.771	2397631.557	5637536.128	3966660.672	18082058.13	7259563.682	968039.1425	105369.7568	118309.4948	494949.7882	334820.256	174231.2087	2054122.44	2260390.22	38895.72708	128733.0265	252021.0378	473234.7129	6201318.356	3829408.605	13824857.2	4456860.894	13853.89523	8096.732654	63937935.78	20874463.68	34354968.13	12258185.59	4776.959728	30110.89353	127978.0731	85201.69628	333547.1694	109179.3562	108632.0117	35774.76395	118260.8719	455606.2511	5529880.605	11803823.64	1503232.316	2971352.913	15417686.74	34391493.77	140669.0908	5421.408173	38346.92383	72873.55144	7094232.09	15251078.22	9700385	20744710.26	171812.5219	573281.663	8274970.975	27496710.81	1024109.409	1824370.883	235274.9493	921396.7767	34436.50727	51979.45675	5673.288189	10001.54953
P71	Sample	Block 1.3	158582.8792	211351.8138	99783.68307	57734.97544	672351.2486	1695775.022	12066.67156	37102.85603	635783.7257	787692.2757	92500.52645	3.51E+05	162575.861	79028.59027	786951.1779	67443.34986	945541.5566	580476.7887	6738613.057	2777564.401	1156413.823	1088715.835	58450.51553	33751.04084	670135.2673	147270.3844	195536.543	157508.828	15699362.38	6369564.257	683710.6011	1345437.247	137542.2475	256022.5862	89927.76188	98064.78227	18861543.57	19111081.81	1151705.913	988893.235	290555.6588	177532.8751	25528794.45	32100014.88	2325338.977	2304906.634	4118107.023	2565483.193	19924908.23	7995565.881	603941.7063	60732.82046	99563.98198	355785.0542	245352.0065	110134.4508	1511180.649	1472814.898	71370.30372	229524.1141	476378.7229	895595.1806	6110587.002	4016941.257	12411367.41	4441144.567	13971.44681	13707.11028	39744930.32	13149819.8	39645747.88	14618768.79	47912.57979	312087.7125	145260.4351	80703.01405	235240.4458	61549.25176	79108.68653	34644.46126	378009.0243	2195397.173	4983068.006	10722049.27	1623791.421	3080730.587	10752621.52	22177684.77	144624.9919	10730.95843	27217.78398	26552.01005	4918458.68	10169745.06	10121228.16	21397063.07	160278.8347	566674.1338	9223842.563	30869882.5	742500.8282	1252178.155	128436.6139	527551.1784	118628.1963	184130.3872	9788.325714	13345.97575
QC 1	QC	Block 1.3	118315.4935	133306.201	140640.0644	91160.82947	503230.6482	1259615.582	10830.09445	36297.90083	316286.0265	605510.6828	127320.3316	3.50E+05	142531.3936	70120.63808	658123.7894	54814.23767	122192.7019	77652.15576	1683177.407	581003.8285	389072.2769	346790.2749	19899.39865	10347.38449	378275.9691	84152.48644	865280.9652	747976.1455	7195454.513	2992809.266	302462.6813	664686.5785	96901.65143	200488.504	37764.14962	35736.77652	7747311.233	7734267.331	419570.997	356542.8689	161094.6061	97964.32846	12100756.22	14906122.43	1000996.667	1109396.578	1876878.001	1356396.306	8243278.983	3233595.524	224298.034	21832.80099	37987.52033	143385.2245	108789.9776	48115.87409	558062.0787	620087.5742	19106.07998	67833.50549	128102.5669	257274.8844	3111265.678	2117359.464	4904941.764	1612862.963	4664.156049	6657.943116	19192604.44	6407649.071	15192043.56	5360300.238	5386.570451	28466.25879	89163.95368	49510.33739	159601.6893	55029.69226	44838.21618	10428.1485	46472.15247	322544.523	2145733.866	4546300.915	618792.1457	1140173.069	3371948.49	8328518.527	61182.82799	13274.1031	24488.84781	38816.66646	2553537.107	5726151.244	3937641.846	8443347.524	68349.53363	235312.9237	3054360.003	10616357.84	366878.9073	575996.3394	77378.21112	275141.4311	22700.05241	29106.94186	3163.32993	5535.26801
MeOH 1	Blank	Block 1.3	5012.240312	N/A	1818.135602	20825.80454	48864.63728	59996.84132	14427.45271	8279.104183	53989.72653	111889.9372	2112.442478	1.23E+05	7757.397393	10340.98171	359680.369	13382.99808	392.8589839	2433.522407	2368.381568	1622.789312	2258.078281	6493.98447	1636.577699	1383.330966	735.1089712	681.9793195	3606.085788	7363.311727	2969.537634	436.043237	1732.698679	413.1213857	2402.345315	5054.301268	2219.301587	1852.954062	2364.921517	679.9528491	143.1083127	168.620303	979.2458773	451.6429328	3942.84724	3447.659183	1205.84634	568.2674844	2836.544377	1720.792298	3754.505834	6101.563894	92.66736152	N/A	335.6285393	1445.607269	5197.11013	251.3257844	598.1803591	358.5662477	962.8230965	316.7266492	663.0644688	465.4447424	729.3607793	1747.74966	3529.80444	475.8220422	664.2509577	163.3741077	4350.981745	1087.554349	1414.927631	1147.880172	934.3374411	31765.57507	2275.325153	218.4193537	3511.090576	2785.865507	6857.687837	2898.910357	2146.923946	3157.622725	6239.334852	1171.874678	1342.86069	6437.689217	8726.783986	8299.029419	1526.269955	15985.47559	1307.354369	1757.839198	6626.519187	2979.537112	7871.809578	30270.37628	620.4037674	4228.545815	8929.08747	27325.36091	1393.870533	504.2606004	1081.587683	2595.258152	684.5849935	6684.469205	N/A	366.2105907
blank = water	Blank	Block 1.3	1743.737292	226888.8522	4030.62891	9869.415455	154485.3475	39133.68054	2022.686461	3464.482133	54919.95584	53717.28276	2941.929709	7.36E+04	15497.59	3594.83185	1032799.525	31411.46679	969.3861292	923.5716104	200.2141361	2465.635304	875.0189217	449.8193717	60.52770137	482.762849	230.3700204	686.3601093	3756.667932	6737.3931	2223.814068	1190.805676	2054.172636	520.5713443	N/A	3727.639839	796.4951202	135.412706	3115.535091	1336.512869	129.7362078	1109.775142	1992.844172	92.66711771	1389.893634	2567.193986	767.9530439	2694.07944	263.5474017	1140.50726	701.5642545	1395.82019	275.1479163	870.3946307	246.4417837	167.6897278	6252.200812	307.1993868	2288.555864	487.9733769	243.4029669	472.5526568	424.473183	146.2168897	1560.163875	1153.810213	610.9893731	1424.351364	130.4181469	73.88172474	1575.998746	640.4357263	2644.744837	1050.340489	1585.876889	16233.45589	682.8180389	397.4117757	1473.512494	547.1511799	1565.35927	N/A	1566.808949	1532.37145	2418.309332	613.2636079	857.4557257	5036.880047	1452.706559	2730.655827	5644.696579	13473.99285	517.666922	1090.340461	1101.55138	2315.920352	6450.140989	3919.810483	1652.88817	1091.905631	1256.378667	2306.834994	1115.779077	302.4405453	627.0516341	1266.030991	960.036533	178.8053675	366.1134692	368.4415314
